person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,debt_to_income,risk_tier,high_risk_flag,income_bracket,monthly_burden
40,120000,MORTGAGE,2.0,VENTURE,B,17000,10.51,0,0.14,N,15,0.1417,2,0,Very High,552.62
42,108000,MORTGAGE,14.0,VENTURE,D,14400,13.67,1,0.13,Y,16,0.1333,4,1,Very High,489.85
36,120000,OWN,21.0,PERSONAL,D,10000,13.3,0,0.08,Y,13,0.0833,4,1,Very High,338.39
36,53550,RENT,1.0,MEDICAL,B,1600,12.21,1,0.03,N,16,0.0299,2,0,Medium,53.3
37,120996,MORTGAGE,14.0,HOMEIMPROVEMENT,A,4000,7.66,0,0.03,N,15,0.0331,1,0,Very High,124.72
39,121200,MORTGAGE,16.0,VENTURE,A,1450,6.76,0,0.01,N,17,0.012,1,0,Very High,44.61
43,122000,OWN,20.0,MEDICAL,B,12000,11.83,0,0.1,N,11,0.0984,2,0,Very High,397.6
43,122500,MORTGAGE,4.0,EDUCATION,A,9150,6.03,0,0.07,N,12,0.0747,1,0,Very High,278.49
37,123000,MORTGAGE,1.0,PERSONAL,C,35000,14.27,0,0.28,Y,16,0.2846,3,0,Very High,1200.81
41,17000,RENT,0.0,PERSONAL,C,1500,15.23,1,0.09,N,13,0.0882,3,0,Low,52.17
46,17496,RENT,6.0,HOMEIMPROVEMENT,B,1500,11.14,1,0.09,N,13,0.0857,2,0,Low,49.21
38,123600,MORTGAGE,16.0,EDUCATION,A,12000,6.92,0,0.1,N,14,0.0971,1,0,Very High,370.09
42,123735,MORTGAGE,8.0,DEBTCONSOLIDATION,A,6400,6.99,0,0.05,N,16,0.0517,1,0,Very High,197.58
37,124000,MORTGAGE,4.0,HOMEIMPROVEMENT,E,30000,17.99,0,0.24,N,12,0.2419,5,1,Very High,1084.42
36,124000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,2000,12.99,0,0.02,Y,16,0.0161,3,0,Very High,67.38
37,124000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,19000,13.92,0,0.15,Y,16,0.1532,3,0,Very High,648.64
41,24000,OWN,3.0,EDUCATION,C,4500,12.99,0,0.19,Y,14,0.1875,3,0,Low,151.6
42,125000,MORTGAGE,5.0,MEDICAL,A,35000,7.9,0,0.28,N,12,0.28,1,0,Very High,1095.16
45,125000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,12000,6.03,0,0.1,N,14,0.096,1,0,Very High,365.23
40,22800,RENT,0.0,MEDICAL,A,1500,7.29,0,0.07,N,16,0.0658,1,0,Low,46.51
39,125000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,4500,6.62,0,0.04,N,11,0.036,1,0,Very High,138.17
39,25140,RENT,8.0,DEBTCONSOLIDATION,C,1500,14.22,1,0.06,Y,13,0.0597,3,0,Low,51.43
40,125000,MORTGAGE,3.0,PERSONAL,A,10200,7.49,0,0.08,N,13,0.0816,1,0,Very High,317.24
40,54000,RENT,4.0,PERSONAL,C,15000,14.26,0,0.28,N,12,0.2778,3,0,Medium,514.56
41,125000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,20000,13.11,0,0.16,Y,13,0.16,3,0,Very High,674.94
50,56000,RENT,2.0,HOMEIMPROVEMENT,C,15000,13.47,0,0.27,N,15,0.2679,3,0,Medium,508.81
42,113000,MORTGAGE,11.0,EDUCATION,D,24000,15.31,1,0.21,Y,15,0.2124,4,1,Very High,835.62
37,125000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,8000,9.32,0,0.06,N,15,0.064,1,0,Very High,255.59
42,57000,RENT,4.0,MEDICAL,C,15000,13.43,0,0.26,Y,12,0.2632,3,0,Medium,508.52
40,52000,RENT,2.0,EDUCATION,F,15000,18.62,1,0.29,Y,17,0.2885,6,1,Medium,546.96
45,126000,MORTGAGE,5.0,VENTURE,B,6000,10.65,0,0.05,N,12,0.0476,2,0,Very High,195.44
44,58000,RENT,2.0,HOMEIMPROVEMENT,C,15000,13.48,0,0.26,Y,15,0.2586,3,0,Medium,508.88
39,126000,MORTGAGE,3.0,MEDICAL,B,14000,9.99,0,0.11,N,14,0.1111,2,0,Very High,451.67
39,24000,OWN,0.0,HOMEIMPROVEMENT,A,3000,7.74,0,0.13,N,11,0.125,1,0,Low,93.65
40,115000,MORTGAGE,16.0,HOMEIMPROVEMENT,B,10000,11.11,1,0.09,N,11,0.087,2,0,Very High,327.91
43,98600,MORTGAGE,0.0,MEDICAL,D,7750,15.31,1,0.07,Y,14,0.0786,4,1,High,269.83
42,98603,MORTGAGE,19.0,MEDICAL,C,24250,14.22,1,0.21,N,14,0.2459,3,0,High,831.4
46,60000,RENT,10.0,MEDICAL,C,15000,13.49,0,0.25,N,17,0.25,3,0,Medium,508.96
38,130000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,30000,9.91,0,0.23,N,14,0.2308,2,0,Very High,966.75
46,60000,RENT,9.0,VENTURE,D,15000,16.32,0,0.25,N,13,0.25,4,1,Medium,529.73
36,60000,RENT,0.0,HOMEIMPROVEMENT,C,15000,13.57,0,0.25,N,12,0.25,3,0,Medium,509.54
45,118000,MORTGAGE,11.0,EDUCATION,C,9600,13.99,1,0.08,Y,12,0.0814,3,0,Very High,328.06
38,130000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,11000,10.74,0,0.08,N,11,0.0846,2,0,Very High,358.77
40,100300,MORTGAGE,2.0,MEDICAL,D,25000,14.83,1,0.21,N,16,0.2493,4,1,Very High,864.55
40,130000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,24250,6.17,0,0.19,N,16,0.1865,1,0,Very High,739.6
39,130000,OWN,13.0,HOMEIMPROVEMENT,D,25000,16.07,0,0.19,N,14,0.1923,4,1,Very High,879.79
37,22800,OWN,18.0,EDUCATION,A,7000,6.03,0,0.31,N,15,0.307,1,0,Low,213.05
36,65000,RENT,7.0,MEDICAL,B,15000,10.59,0,0.23,N,17,0.2308,2,0,High,488.17
41,132000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,8000,13.49,0,0.06,Y,17,0.0606,3,0,Very High,271.44
40,132000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,7500,7.29,0,0.06,N,15,0.0568,1,0,Very High,232.57
36,65000,RENT,7.0,MEDICAL,C,15000,13.72,0,0.23,N,11,0.2308,3,0,High,510.63
36,123000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,2500,14.91,1,0.02,Y,14,0.0203,4,1,Very High,86.55
41,135000,MORTGAGE,2.0,MEDICAL,B,20000,9.25,0,0.15,N,13,0.1481,2,0,Very High,638.32
41,68000,RENT,0.0,EDUCATION,C,15000,13.47,0,0.22,Y,12,0.2206,3,0,High,508.81
36,62962,RENT,2.0,EDUCATION,B,15000,11.71,1,0.24,N,13,0.2382,2,0,High,496.14
40,136000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,21000,9.99,0,0.15,N,16,0.1544,2,0,Very High,677.51
36,136000,MORTGAGE,0.0,VENTURE,C,4800,14.72,0,0.04,N,15,0.0353,3,0,Very High,165.74
42,136173,MORTGAGE,2.0,EDUCATION,A,8000,6.62,0,0.06,N,15,0.0587,1,0,Very High,245.63
50,137000,MORTGAGE,2.0,MEDICAL,A,23000,7.9,0,0.17,N,13,0.1679,1,0,Very High,719.68
37,138000,MORTGAGE,19.0,EDUCATION,D,4000,15.62,0,0.03,N,12,0.029,4,1,Very High,139.88
43,138000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,9900,6.99,0,0.07,N,14,0.0717,1,0,Very High,305.64
36,138000,MORTGAGE,0.0,VENTURE,C,10000,13.98,0,0.07,N,12,0.0725,3,0,Very High,341.68
38,71000,RENT,14.0,MEDICAL,B,15000,8.88,0,0.21,N,15,0.2113,2,0,High,476.16
45,139380,OWN,4.0,HOMEIMPROVEMENT,A,9000,7.51,0,0.06,N,12,0.0646,1,0,Very High,280.0
45,140000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,7500,6.62,0,0.05,N,15,0.0536,1,0,Very High,230.28
38,140000,MORTGAGE,13.0,HOMEIMPROVEMENT,D,10000,15.62,0,0.07,N,11,0.0714,4,1,Very High,349.7
48,140000,MORTGAGE,4.0,EDUCATION,B,18000,9.99,0,0.13,N,11,0.1286,2,0,Very High,580.72
36,140000,MORTGAGE,21.0,PERSONAL,A,8000,6.99,0,0.06,N,11,0.0571,1,0,Very High,246.98
38,72900,RENT,3.0,PERSONAL,C,15000,12.68,0,0.21,N,12,0.2058,3,0,High,503.1
45,140000,MORTGAGE,18.0,HOMEIMPROVEMENT,A,7000,7.29,0,0.05,N,17,0.05,1,0,Very High,217.07
41,108800,MORTGAGE,2.0,MEDICAL,E,15000,17.88,1,0.12,N,16,0.1379,5,1,Very High,541.38
41,140000,MORTGAGE,3.0,VENTURE,C,25000,13.8,0,0.18,Y,12,0.1786,3,0,Very High,852.01
37,74000,RENT,7.0,PERSONAL,B,15000,11.71,0,0.2,N,11,0.2027,2,0,High,496.14
38,140000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,25000,9.99,0,0.18,N,12,0.1786,2,0,Very High,806.56
38,140000,MORTGAGE,1.0,PERSONAL,D,10000,14.09,0,0.07,N,16,0.0714,4,1,Very High,342.21
37,140000,MORTGAGE,15.0,HOMEIMPROVEMENT,A,14000,7.51,0,0.1,N,12,0.1,1,0,Very High,435.55
37,74784,RENT,8.0,HOMEIMPROVEMENT,E,15000,14.5,0,0.2,N,15,0.2006,5,1,High,516.31
40,75000,RENT,6.0,EDUCATION,A,15000,7.29,0,0.2,N,11,0.2,1,0,High,465.15
39,128000,MORTGAGE,12.0,HOMEIMPROVEMENT,C,20000,13.11,1,0.16,Y,15,0.1562,3,0,Very High,674.94
36,140000,OWN,13.0,VENTURE,B,20800,11.48,0,0.15,N,11,0.1486,2,0,Very High,685.7
44,140000,OWN,14.0,VENTURE,B,21500,11.83,0,0.15,N,14,0.1536,2,0,Very High,712.36
38,140000,OWN,13.0,VENTURE,B,24000,12.18,0,0.17,N,15,0.1714,2,0,Very High,799.21
38,140000,MORTGAGE,2.0,MEDICAL,B,8000,10.95,0,0.06,N,14,0.0571,2,0,Very High,261.72
36,140004,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10000,6.92,0,0.07,N,11,0.0714,1,0,Very High,308.41
42,140400,MORTGAGE,6.0,PERSONAL,B,14000,10.99,0,0.1,N,14,0.0997,2,0,Very High,458.28
43,141000,MORTGAGE,24.0,MEDICAL,B,6000,10.99,0,0.04,N,14,0.0426,2,0,Very High,196.4
43,141000,MORTGAGE,9.0,VENTURE,C,15000,12.53,0,0.11,N,16,0.1064,3,0,Very High,502.02
36,141600,MORTGAGE,4.0,HOMEIMPROVEMENT,B,6000,11.49,0,0.04,N,16,0.0424,2,0,Very High,197.83
40,142000,MORTGAGE,8.0,VENTURE,B,15000,10.99,0,0.11,N,14,0.1056,2,0,Very High,491.01
47,75000,RENT,3.0,HOMEIMPROVEMENT,C,15000,13.48,0,0.2,Y,17,0.2,3,0,High,508.88
40,142000,MORTGAGE,2.0,PERSONAL,D,25000,15.31,0,0.18,N,14,0.1761,4,1,Very High,870.43
43,142500,MORTGAGE,7.0,MEDICAL,B,20000,11.49,0,0.14,N,15,0.1404,2,0,Very High,659.43
39,69000,RENT,0.0,PERSONAL,D,15000,14.42,1,0.22,N,12,0.2174,4,1,High,515.73
36,144000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,21000,7.9,0,0.15,N,16,0.1458,1,0,Very High,657.1
36,144000,MORTGAGE,0.0,PERSONAL,C,7600,15.23,0,0.05,N,16,0.0528,3,0,Very High,264.31
37,144000,MORTGAGE,15.0,EDUCATION,C,10000,14.17,0,0.07,Y,14,0.0694,3,0,Very High,342.6
41,144000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,25000,10.08,0,0.17,N,11,0.1736,2,0,Very High,807.62
37,145000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,21000,11.99,0,0.14,N,15,0.1448,2,0,Very High,697.4
36,145000,MORTGAGE,4.0,PERSONAL,B,5000,9.62,0,0.03,N,16,0.0345,2,0,Very High,160.45
43,145000,MORTGAGE,1.0,VENTURE,A,20000,6.91,0,0.14,N,17,0.1379,1,0,Very High,616.72
40,145000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,15000,7.88,0,0.1,N,15,0.1034,1,0,Very High,469.22
37,146000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,10000,13.99,0,0.07,Y,16,0.0685,3,0,Very High,341.73
36,19200,OWN,0.0,HOMEIMPROVEMENT,C,4500,13.49,1,0.23,Y,14,0.2344,3,0,Low,152.69
40,148350,MORTGAGE,11.0,HOMEIMPROVEMENT,A,5000,6.03,0,0.03,N,16,0.0337,1,0,Very High,152.18
36,81996,RENT,4.0,PERSONAL,D,15000,14.09,0,0.18,N,16,0.1829,4,1,High,513.32
39,150000,MORTGAGE,9.0,EDUCATION,A,30000,8.9,0,0.2,N,15,0.2,1,0,Very High,952.6
40,150000,MORTGAGE,18.0,MEDICAL,A,24000,6.62,0,0.16,N,14,0.16,1,0,Very High,736.89
42,150000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,16000,8.49,0,0.11,N,12,0.1067,1,0,Very High,505.01
40,150000,MORTGAGE,2.0,PERSONAL,C,20000,12.99,0,0.13,N,14,0.1333,3,0,Very High,673.78
36,150000,OWN,8.0,VENTURE,A,7200,6.92,0,0.05,N,13,0.048,1,0,Very High,222.05
36,150000,MORTGAGE,5.0,EDUCATION,A,7000,7.29,0,0.05,N,15,0.0467,1,0,Very High,217.07
40,150000,MORTGAGE,5.0,PERSONAL,B,12000,10.37,0,0.08,N,12,0.08,2,0,Very High,389.29
44,150000,MORTGAGE,17.0,PERSONAL,C,25000,13.43,0,0.17,N,17,0.1667,3,0,Very High,847.54
38,150000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,7500,10.0,0,0.05,N,13,0.05,2,0,Very High,242.0
36,150000,MORTGAGE,8.0,EDUCATION,A,3000,7.29,0,0.02,N,17,0.02,1,0,Very High,93.03
45,88000,RENT,12.0,HOMEIMPROVEMENT,D,15000,14.83,0,0.17,Y,12,0.1705,4,1,High,518.73
38,18720,OWN,22.0,VENTURE,B,2500,11.86,0,0.13,N,15,0.1335,2,0,Low,82.87
37,150000,MORTGAGE,9.0,EDUCATION,C,10000,13.48,0,0.07,N,12,0.0667,3,0,Very High,339.26
38,150000,MORTGAGE,5.0,MEDICAL,B,12000,11.14,0,0.08,N,17,0.08,2,0,Very High,393.66
41,150000,OWN,10.0,VENTURE,B,24500,11.83,0,0.16,N,17,0.1633,2,0,Very High,811.76
38,150000,OWN,0.0,VENTURE,B,24000,11.83,0,0.16,N,13,0.16,2,0,Very High,795.2
39,138000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,20000,11.14,1,0.14,N,12,0.1449,2,0,Very High,656.1
49,150000,MORTGAGE,0.0,EDUCATION,E,20000,16.95,0,0.13,N,16,0.1333,5,1,Very High,712.56
37,92500,RENT,1.0,EDUCATION,A,15000,7.49,0,0.16,N,14,0.1622,1,0,High,466.52
40,150000,MORTGAGE,1.0,EDUCATION,A,7500,8.07,0,0.05,N,15,0.05,1,0,Very High,235.27
42,150750,OWN,0.0,PERSONAL,A,8150,6.99,0,0.05,N,17,0.0541,1,0,Very High,251.61
38,151000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,35000,8.9,0,0.23,N,12,0.2318,1,0,Very High,1111.36
41,141000,MORTGAGE,12.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.18,N,13,0.1773,4,1,Very High,866.14
39,49000,RENT,0.0,DEBTCONSOLIDATION,F,15175,19.13,1,0.31,Y,11,0.3097,6,1,Medium,557.25
36,155000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,30000,7.9,0,0.19,N,17,0.1935,1,0,Very High,938.71
36,155000,MORTGAGE,12.0,VENTURE,B,25000,10.74,0,0.16,N,11,0.1613,2,0,Very High,815.39
37,155000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,20000,6.54,0,0.13,N,15,0.129,1,0,Very High,613.34
42,37000,RENT,0.0,EDUCATION,C,15200,14.26,1,0.41,Y,16,0.4108,3,0,Medium,521.42
40,36100,RENT,9.0,VENTURE,B,15250,12.53,1,0.42,N,16,0.4224,2,0,Medium,510.39
47,156000,MORTGAGE,5.0,EDUCATION,B,18000,11.99,0,0.12,N,17,0.1154,2,0,Very High,597.77
37,156000,MORTGAGE,16.0,HOMEIMPROVEMENT,A,4000,8.49,0,0.03,N,15,0.0256,1,0,Very High,126.25
39,156000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,15000,11.89,0,0.1,N,11,0.0962,2,0,Very High,497.43
37,145124,MORTGAGE,21.0,PERSONAL,B,11375,10.99,1,0.08,N,14,0.0784,2,0,Very High,372.35
40,160000,MORTGAGE,3.0,EDUCATION,C,12000,14.27,0,0.07,Y,17,0.075,3,0,Very High,411.71
40,66000,RENT,0.0,DEBTCONSOLIDATION,C,15575,14.27,0,0.24,Y,13,0.236,3,0,High,534.36
38,160000,MORTGAGE,12.0,VENTURE,A,14000,6.62,0,0.09,N,13,0.0875,1,0,Very High,429.85
42,160000,MORTGAGE,0.0,MEDICAL,A,22000,6.99,0,0.14,N,16,0.1375,1,0,Very High,679.2
36,69000,RENT,0.0,MEDICAL,B,15600,10.99,0,0.23,N,16,0.2261,2,0,High,510.65
37,160000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,10000,7.51,0,0.06,N,13,0.0625,1,0,Very High,311.11
36,160000,MORTGAGE,5.0,EDUCATION,C,10000,12.73,0,0.06,Y,15,0.0625,3,0,Very High,335.64
36,160000,OWN,20.0,VENTURE,D,24000,14.96,0,0.15,Y,14,0.15,4,1,Very High,831.5
44,45000,RENT,0.0,VENTURE,B,15775,10.99,1,0.35,N,12,0.3506,2,0,Medium,516.38
40,56472,RENT,4.0,EDUCATION,B,15775,10.59,0,0.28,N,14,0.2793,2,0,Medium,513.4
39,164000,MORTGAGE,18.0,VENTURE,C,35000,13.99,0,0.21,Y,14,0.2134,3,0,Very High,1196.05
42,153000,MORTGAGE,7.0,EDUCATION,G,25000,20.53,1,0.16,N,14,0.1634,7,1,Very High,935.85
40,165000,MORTGAGE,18.0,DEBTCONSOLIDATION,A,9000,7.51,0,0.05,N,16,0.0545,1,0,Very High,280.0
36,75996,RENT,6.0,MEDICAL,A,16000,8.94,0,0.21,N,12,0.2105,1,0,High,508.35
47,168000,MORTGAGE,13.0,EDUCATION,A,8775,8.49,0,0.05,N,12,0.0522,1,0,Very High,276.96
36,170000,MORTGAGE,13.0,VENTURE,A,25000,7.51,0,0.15,N,13,0.1471,1,0,Very High,777.77
41,170000,MORTGAGE,11.0,MEDICAL,B,20000,11.11,0,0.12,N,11,0.1176,2,0,Very High,655.82
46,82000,RENT,2.0,EDUCATION,B,16000,10.99,0,0.2,N,16,0.1951,2,0,High,523.74
41,88712,RENT,2.0,VENTURE,B,16000,10.95,0,0.18,N,15,0.1804,2,0,High,523.44
42,175000,MORTGAGE,12.0,PERSONAL,C,7000,12.99,0,0.04,Y,13,0.04,3,0,Very High,235.82
44,175000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,15000,7.66,0,0.09,N,17,0.0857,1,0,Very High,467.7
41,138550,MORTGAGE,8.0,MEDICAL,D,23000,14.96,1,0.14,N,12,0.166,4,1,Very High,796.85
38,175000,MORTGAGE,21.0,VENTURE,B,10000,11.26,0,0.06,N,17,0.0571,2,0,Very High,328.62
44,140787,MORTGAGE,3.0,MEDICAL,D,35000,16.49,1,0.21,Y,15,0.2486,4,1,Very High,1238.98
47,178000,OWN,31.0,VENTURE,B,9000,10.99,0,0.05,N,17,0.0506,2,0,Very High,294.61
46,180000,MORTGAGE,31.0,VENTURE,B,18000,9.91,0,0.1,N,11,0.1,2,0,Very High,580.05
41,180000,OWN,13.0,MEDICAL,A,14000,5.99,0,0.08,N,11,0.0778,1,0,Very High,425.84
37,181000,MORTGAGE,11.0,DEBTCONSOLIDATION,C,20000,13.85,0,0.11,Y,17,0.1105,3,0,Very High,682.1
40,182004,MORTGAGE,7.0,HOMEIMPROVEMENT,D,25000,16.07,0,0.14,Y,12,0.1374,4,1,Very High,879.79
48,185000,MORTGAGE,2.0,VENTURE,F,10000,20.62,0,0.05,N,14,0.0541,6,1,Very High,374.8
36,185000,MORTGAGE,20.0,VENTURE,B,6000,10.0,0,0.03,N,15,0.0324,2,0,Very High,193.6
37,185000,MORTGAGE,15.0,VENTURE,B,4000,10.0,0,0.02,N,11,0.0216,2,0,Very High,129.07
47,187000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,14000,8.9,0,0.07,N,16,0.0749,1,0,Very High,444.54
40,187000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10000,7.9,0,0.05,N,17,0.0535,1,0,Very High,312.9
37,108996,RENT,15.0,EDUCATION,C,16000,13.11,0,0.15,Y,13,0.1468,3,0,Very High,539.95
38,98000,RENT,4.0,DEBTCONSOLIDATION,E,16000,16.4,1,0.16,Y,15,0.1633,5,1,High,565.68
43,195000,MORTGAGE,4.0,EDUCATION,C,10000,12.73,0,0.05,N,12,0.0513,3,0,Very High,335.64
40,14400,OWN,10.0,HOMEIMPROVEMENT,A,8000,7.14,1,0.56,N,12,0.5556,1,0,Low,247.53
36,120000,RENT,2.0,HOMEIMPROVEMENT,C,16000,13.06,0,0.13,N,16,0.1333,3,0,Very High,539.57
37,200000,MORTGAGE,3.0,EDUCATION,D,10000,13.8,0,0.05,N,16,0.05,4,1,Very High,340.81
38,200000,MORTGAGE,0.0,EDUCATION,A,3000,7.68,0,0.01,N,15,0.015,1,0,Very High,93.57
47,204000,MORTGAGE,6.0,EDUCATION,C,10000,13.06,0,0.05,Y,13,0.049,3,0,Very High,337.23
37,205000,MORTGAGE,3.0,EDUCATION,B,18000,10.39,0,0.09,N,14,0.0878,2,0,Very High,584.11
36,171870,MORTGAGE,4.0,MEDICAL,D,9400,15.62,1,0.05,Y,11,0.0547,4,1,Very High,328.72
42,300000,RENT,26.0,MEDICAL,A,16000,9.63,0,0.05,N,15,0.0533,1,0,Very High,513.5
42,224000,MORTGAGE,16.0,EDUCATION,B,25000,11.86,0,0.11,N,15,0.1116,2,0,Very High,828.69
40,250000,MORTGAGE,8.0,EDUCATION,A,28000,7.9,0,0.11,N,13,0.112,1,0,Very High,876.13
39,250000,MORTGAGE,21.0,VENTURE,C,4000,15.23,0,0.02,N,13,0.016,3,0,Very High,139.11
37,250000,MORTGAGE,2.0,EDUCATION,C,34000,14.79,0,0.14,N,16,0.136,3,0,Very High,1175.13
37,74000,RENT,9.0,HOMEIMPROVEMENT,C,19200,12.87,1,0.26,Y,12,0.2595,3,0,High,645.72
36,238000,MORTGAGE,2.0,DEBTCONSOLIDATION,E,25000,15.95,1,0.11,N,17,0.105,5,1,Very High,878.31
40,275004,MORTGAGE,2.0,MEDICAL,B,24500,10.99,0,0.09,N,13,0.0891,2,0,Very High,801.98
36,290000,MORTGAGE,6.0,PERSONAL,D,25000,15.65,0,0.09,N,16,0.0862,4,1,Very High,874.61
37,244800,MORTGAGE,20.0,MEDICAL,E,35000,18.39,1,0.12,N,14,0.143,5,1,Very High,1272.19
40,300000,MORTGAGE,3.0,VENTURE,C,16000,14.17,0,0.05,Y,14,0.0533,3,0,Very High,548.16
40,33600,RENT,8.0,EDUCATION,E,19275,14.5,1,0.57,N,11,0.5737,5,1,Medium,663.46
36,261800,MORTGAGE,16.0,MEDICAL,B,24000,10.62,1,0.08,N,16,0.0917,2,0,Very High,781.42
39,310400,MORTGAGE,13.0,DEBTCONSOLIDATION,D,15000,15.65,1,0.05,Y,11,0.0483,4,1,Very High,524.77
39,325000,MORTGAGE,14.0,PERSONAL,D,18000,14.96,0,0.06,Y,14,0.0554,4,1,Very High,623.62
42,360000,MORTGAGE,11.0,EDUCATION,B,25000,9.99,0,0.07,N,14,0.0694,2,0,Very High,806.56
45,54000,RENT,1.0,DEBTCONSOLIDATION,B,19425,11.99,1,0.36,N,17,0.3597,2,0,Medium,645.1
41,381450,MORTGAGE,10.0,MEDICAL,C,35000,13.49,0,0.09,Y,14,0.0918,3,0,Very High,1187.57
41,444000,MORTGAGE,4.0,EDUCATION,D,2500,15.31,0,0.01,N,11,0.0056,4,1,Very High,87.04
42,499800,OWN,4.0,MEDICAL,F,24000,18.43,1,0.04,Y,11,0.048,6,1,Very High,872.84
38,37440,RENT,14.0,VENTURE,C,19750,13.92,1,0.53,N,16,0.5275,3,0,Medium,674.24
42,39000,RENT,4.0,HOMEIMPROVEMENT,B,19750,10.65,1,0.51,N,14,0.5064,2,0,Medium,643.32
36,9600,MORTGAGE,1.0,VENTURE,B,3250,11.49,1,0.34,N,15,0.3385,2,0,Low,107.16
36,45000,RENT,0.0,MEDICAL,C,19750,13.35,1,0.44,N,14,0.4389,3,0,Medium,668.79
46,8088,RENT,15.0,MEDICAL,D,1600,14.42,1,0.2,Y,11,0.1978,4,1,Low,55.01
37,7200,RENT,0.0,VENTURE,B,1000,11.14,0,0.14,N,13,0.1389,2,0,Low,32.81
37,6000,OWN,3.0,VENTURE,A,1300,6.03,1,0.22,N,11,0.2167,1,0,Low,39.57
41,4000,RENT,0.0,MEDICAL,C,2000,13.22,1,0.5,Y,15,0.5,3,0,Low,67.6
36,28800,RENT,2.0,MEDICAL,C,6000,15.96,0,0.21,Y,13,0.2083,3,0,Low,210.82
47,79500,MORTGAGE,0.0,MEDICAL,A,16000,7.51,0,0.2,N,14,0.2013,1,0,High,497.77
44,36000,MORTGAGE,6.0,EDUCATION,A,1000,7.51,0,0.03,N,17,0.0278,1,0,Medium,31.11
47,48000,RENT,14.0,DEBTCONSOLIDATION,C,2500,14.65,0,0.05,Y,17,0.0521,3,0,Medium,86.24
43,46000,RENT,3.0,EDUCATION,B,5000,10.38,1,0.11,N,15,0.1087,2,0,Medium,162.23
39,70000,MORTGAGE,7.0,VENTURE,A,12500,7.9,0,0.18,N,13,0.1786,1,0,High,391.13
37,25000,RENT,6.0,EDUCATION,B,7500,10.99,0,0.3,N,15,0.3,2,0,Low,245.5
44,94128,MORTGAGE,14.0,MEDICAL,A,4400,7.29,0,0.05,N,11,0.0467,1,0,High,136.44
42,85000,RENT,3.0,MEDICAL,C,5750,12.99,0,0.07,Y,14,0.0676,3,0,High,193.71
38,37500,RENT,0.0,EDUCATION,A,1375,6.91,0,0.04,N,15,0.0367,1,0,Medium,42.4
37,74784,RENT,8.0,HOMEIMPROVEMENT,E,15000,14.5,0,0.2,N,11,0.2006,5,1,High,516.31
40,35820,RENT,0.0,PERSONAL,B,3275,8.88,0,0.09,N,13,0.0914,2,0,Medium,103.96
46,47000,MORTGAGE,5.0,PERSONAL,A,6000,7.14,0,0.13,N,14,0.1277,1,0,Medium,185.65
36,43680,MORTGAGE,0.0,VENTURE,C,15000,13.11,0,0.34,Y,17,0.3434,3,0,Medium,506.2
37,32400,OWN,0.0,EDUCATION,D,8000,15.99,0,0.25,N,12,0.2469,4,1,Medium,281.22
44,88000,RENT,8.0,EDUCATION,B,8000,10.38,0,0.09,N,11,0.0909,2,0,High,259.57
40,38000,RENT,4.0,DEBTCONSOLIDATION,D,7000,15.99,1,0.18,N,16,0.1842,4,1,Medium,246.06
38,160000,MORTGAGE,12.0,EDUCATION,A,14000,6.62,0,0.09,N,16,0.0875,1,0,Very High,429.85
38,55000,MORTGAGE,16.0,DEBTCONSOLIDATION,A,11700,7.66,0,0.21,N,13,0.2127,1,0,Medium,364.8
